source,target,relationship,cidoc_property,source_document,source_locator,evidence_type,confidence,notes
place_aksum,object_stelae,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 6188,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Mai Hejja stream, below the Yeha Hotel. The site was regularly used on the occasions of visits to Aksum by H and X sites His Holiness the Pa..."""
place_aksum,place_beta_giyorgis,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_aksum,place_adi_tsehafi,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_aksum,place_gobedra,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_aksum,period_aksumite,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_aksum,object_stelae,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_beta_giyorgis,place_adi_tsehafi,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_beta_giyorgis,place_gobedra,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_beta_giyorgis,period_aksumite,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_beta_giyorgis,object_stelae,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_adi_tsehafi,place_gobedra,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_adi_tsehafi,period_aksumite,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_adi_tsehafi,object_stelae,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_gobedra,period_aksumite,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_gobedra,object_stelae,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
period_aksumite,object_stelae,MADE_OF,P45_consists_of,S4,S4 line 6487,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 13 SURFACE COLLECTIONS OF AKSUMITE LITHIC INDUSTRIES (La,urel Phillipson) Intensive survey was made of the area within about a surve..."""
place_gobedra,place_aksum,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
place_gobedra,place_beta_giyorgis,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
place_gobedra,place_adi_tsehafi,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
place_gobedra,person_laurel_phillipson,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
place_gobedra,object_beads,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
place_aksum,person_laurel_phillipson,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
place_beta_giyorgis,person_laurel_phillipson,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
place_beta_giyorgis,object_beads,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
place_adi_tsehafi,person_laurel_phillipson,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
place_adi_tsehafi,object_beads,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
person_laurel_phillipson,period_aksumite,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
person_laurel_phillipson,object_beads,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
period_aksumite,object_beads,MADE_OF,P45_consists_of,S4,S4 line 6929,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Chapter 14 SYNTHESES Lithic industries (Laurel Phillipson) Raw materials to an angular detritus or decayed to a white/ grey clay Aksumite us..."""
place_d_site_kidane_mehret,place_gudit_stelae_field,FOUND_AT,P7_took_place_at,S4,S4 line 6980,explicit_pattern_match,0.8,"Pattern-matched sentence: ""crolithic tools excavated from D site although none The corresponding ratio for the Surface Collection was found in surface occurrences at t..."""
place_d_site_kidane_mehret,object_stelae,FOUND_AT,P7_took_place_at,S4,S4 line 6980,explicit_pattern_match,0.8,"Pattern-matched sentence: ""crolithic tools excavated from D site although none The corresponding ratio for the Surface Collection was found in surface occurrences at t..."""
place_gudit_stelae_field,place_aksum,FOUND_AT,P7_took_place_at,S4,S4 line 6980,explicit_pattern_match,0.8,"Pattern-matched sentence: ""crolithic tools excavated from D site although none The corresponding ratio for the Surface Collection was found in surface occurrences at t..."""
place_gudit_stelae_field,object_stelae,FOUND_AT,P7_took_place_at,S4,S4 line 6980,explicit_pattern_match,0.8,"Pattern-matched sentence: ""crolithic tools excavated from D site although none The corresponding ratio for the Surface Collection was found in surface occurrences at t..."""
place_aksum,object_stelae,FOUND_AT,P7_took_place_at,S4,S4 line 6980,explicit_pattern_match,0.8,"Pattern-matched sentence: ""crolithic tools excavated from D site although none The corresponding ratio for the Surface Collection was found in surface occurrences at t..."""
period_aksumite,period_late_aksumite,MADE_OF,P45_consists_of,S4,S4 line 7103,explicit_pattern_match,0.75,"Pattern-matched sentence: ""several assemblages belong to a single general techno- As discussed in Chapter 15, the lithic tools provide logical complex. However, the fa..."""
place_d_site_kidane_mehret,feature_trench_d22,FOUND_AT,P7_took_place_at,S4,S4 line 7135,explicit_pattern_match,0.8,"Pattern-matched sentence: ""vels at D site, mainly in trench D22. Decoration is limited and sparse; indeed, the 2) Pre-Aksumite II pottery occurs at D site in con- peri..."""
feature_trench_d22,feature_trenches,FOUND_AT,P7_took_place_at,S4,S4 line 7135,explicit_pattern_match,0.8,"Pattern-matched sentence: ""vels at D site, mainly in trench D22. Decoration is limited and sparse; indeed, the 2) Pre-Aksumite II pottery occurs at D site in con- peri..."""
feature_trench_d22,period_pre_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7135,explicit_pattern_match,0.8,"Pattern-matched sentence: ""vels at D site, mainly in trench D22. Decoration is limited and sparse; indeed, the 2) Pre-Aksumite II pottery occurs at D site in con- peri..."""
feature_trench_d22,object_pottery,FOUND_AT,P7_took_place_at,S4,S4 line 7135,explicit_pattern_match,0.8,"Pattern-matched sentence: ""vels at D site, mainly in trench D22. Decoration is limited and sparse; indeed, the 2) Pre-Aksumite II pottery occurs at D site in con- peri..."""
feature_trenches,period_pre_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7135,explicit_pattern_match,0.8,"Pattern-matched sentence: ""vels at D site, mainly in trench D22. Decoration is limited and sparse; indeed, the 2) Pre-Aksumite II pottery occurs at D site in con- peri..."""
period_pre_aksumite,object_pottery,FOUND_AT,P7_took_place_at,S4,S4 line 7135,explicit_pattern_match,0.8,"Pattern-matched sentence: ""vels at D site, mainly in trench D22. Decoration is limited and sparse; indeed, the 2) Pre-Aksumite II pottery occurs at D site in con- peri..."""
place_yeha,place_d_site_kidane_mehret,MADE_OF,P45_consists_of,S4,S4 line 7158,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Most open bowls are made of this fabric, as are Pre- Vessel sections are regular, thickening towards the Aksumite I storage pots. The other ..."""
place_yeha,period_aksumite,MADE_OF,P45_consists_of,S4,S4 line 7158,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Most open bowls are made of this fabric, as are Pre- Vessel sections are regular, thickening towards the Aksumite I storage pots. The other ..."""
place_yeha,period_pre_aksumite,MADE_OF,P45_consists_of,S4,S4 line 7158,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Most open bowls are made of this fabric, as are Pre- Vessel sections are regular, thickening towards the Aksumite I storage pots. The other ..."""
place_d_site_kidane_mehret,period_pre_aksumite,MADE_OF,P45_consists_of,S4,S4 line 7158,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Most open bowls are made of this fabric, as are Pre- Vessel sections are regular, thickening towards the Aksumite I storage pots. The other ..."""
period_aksumite,period_pre_aksumite,MADE_OF,P45_consists_of,S4,S4 line 7158,explicit_pattern_match,0.75,"Pattern-matched sentence: ""Most open bowls are made of this fabric, as are Pre- Vessel sections are regular, thickening towards the Aksumite I storage pots. The other ..."""
place_beta_giyorgis,period_early_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7193,explicit_pattern_match,0.8,"Pattern-matched sentence: ""ently known from a burial at OAZ I and elsewhere on The account here offered is based exclusively Beta Giyorgis as published by Perlingieri ..."""
period_aksumite,period_early_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7193,explicit_pattern_match,0.8,"Pattern-matched sentence: ""ently known from a burial at OAZ I and elsewhere on The account here offered is based exclusively Beta Giyorgis as published by Perlingieri ..."""
place_beta_giyorgis,object_pottery,DATED_TO,P4_has_time-span,S4,S4 line 7199,explicit_pattern_match,0.8,"Pattern-matched sentence: ""ondary contexts (e.g. Fig. 345b) at D and K sites. The chief visual development at the beginning of the Early Aksumite is the neck, which be..."""
period_early_aksumite,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7199,explicit_pattern_match,0.8,"Pattern-matched sentence: ""ondary contexts (e.g. Fig. 345b) at D and K sites. The chief visual development at the beginning of the Early Aksumite is the neck, which be..."""
period_early_aksumite,object_pottery,DATED_TO,P4_has_time-span,S4,S4 line 7199,explicit_pattern_match,0.8,"Pattern-matched sentence: ""ondary contexts (e.g. Fig. 345b) at D and K sites. The chief visual development at the beginning of the Early Aksumite is the neck, which be..."""
period_aksumite,object_pottery,DATED_TO,P4_has_time-span,S4,S4 line 7199,explicit_pattern_match,0.8,"Pattern-matched sentence: ""ondary contexts (e.g. Fig. 345b) at D and K sites. The chief visual development at the beginning of the Early Aksumite is the neck, which be..."""
place_tomb_of_the_brick_arches,period_classical_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7230,explicit_pattern_match,0.8,"Pattern-matched sentence: ""bowl (ibid.: fig. 16.148) spouted jar (ibid.: fig. 7) Pottery from the Tomb of the Brick Arches is here 16.304) and bird-shaped vessel (ibid..."""
place_tomb_of_the_brick_arches,object_pottery,DATED_TO,P4_has_time-span,S4,S4 line 7230,explicit_pattern_match,0.8,"Pattern-matched sentence: ""bowl (ibid.: fig. 16.148) spouted jar (ibid.: fig. 7) Pottery from the Tomb of the Brick Arches is here 16.304) and bird-shaped vessel (ibid..."""
place_mausoleum,object_ceramics,FOUND_AT,P7_took_place_at,S4,S4 line 7234,explicit_pattern_match,0.8,"Pattern-matched sentence: ""strap loop handle and slashed horizontal ridge (ibid.: The principal assemblages are derived from figs 16.73, 275-7, 280), are retained. New..."""
object_pottery,object_ceramics,FOUND_AT,P7_took_place_at,S4,S4 line 7234,explicit_pattern_match,0.8,"Pattern-matched sentence: ""strap loop handle and slashed horizontal ridge (ibid.: The principal assemblages are derived from figs 16.73, 275-7, 280), are retained. New..."""
place_tomb_of_the_brick_arches,place_k_site_maleke_aksum,DATED_TO,P4_has_time-span,S4,S4 line 7258,explicit_pattern_match,0.8,"Pattern-matched sentence: ""tombs also indicates some development in form and Concurrent with this decline in quality is a shape. The body profile generally becomes mor..."""
place_tomb_of_the_brick_arches,place_d_site_kidane_mehret,DATED_TO,P4_has_time-span,S4,S4 line 7258,explicit_pattern_match,0.8,"Pattern-matched sentence: ""tombs also indicates some development in form and Concurrent with this decline in quality is a shape. The body profile generally becomes mor..."""
place_tomb_of_the_brick_arches,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7258,explicit_pattern_match,0.8,"Pattern-matched sentence: ""tombs also indicates some development in form and Concurrent with this decline in quality is a shape. The body profile generally becomes mor..."""
place_tomb_of_the_brick_arches,period_late_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7258,explicit_pattern_match,0.8,"Pattern-matched sentence: ""tombs also indicates some development in form and Concurrent with this decline in quality is a shape. The body profile generally becomes mor..."""
place_k_site_maleke_aksum,place_d_site_kidane_mehret,DATED_TO,P4_has_time-span,S4,S4 line 7258,explicit_pattern_match,0.8,"Pattern-matched sentence: ""tombs also indicates some development in form and Concurrent with this decline in quality is a shape. The body profile generally becomes mor..."""
place_k_site_maleke_aksum,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7258,explicit_pattern_match,0.8,"Pattern-matched sentence: ""tombs also indicates some development in form and Concurrent with this decline in quality is a shape. The body profile generally becomes mor..."""
place_k_site_maleke_aksum,period_late_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7258,explicit_pattern_match,0.8,"Pattern-matched sentence: ""tombs also indicates some development in form and Concurrent with this decline in quality is a shape. The body profile generally becomes mor..."""
place_d_site_kidane_mehret,place_adi_tsehafi,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_d_site_kidane_mehret,person_king_kaleb,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_d_site_kidane_mehret,period_post_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_aksum,place_adi_tsehafi,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_aksum,place_mausoleum,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_aksum,person_king_kaleb,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_aksum,period_post_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_adi_tsehafi,place_mausoleum,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_adi_tsehafi,person_king_kaleb,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_adi_tsehafi,period_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_adi_tsehafi,period_post_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_adi_tsehafi,period_late_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_adi_tsehafi,period_pre_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_adi_tsehafi,object_pottery,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_mausoleum,person_king_kaleb,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_mausoleum,period_pre_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
person_king_kaleb,period_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
person_king_kaleb,period_post_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
person_king_kaleb,period_late_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
person_king_kaleb,period_pre_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
person_king_kaleb,object_pottery,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
period_aksumite,period_post_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
period_aksumite,period_pre_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
period_post_aksumite,period_late_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
period_post_aksumite,period_pre_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7315,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Some well made, thin-walled vessels in fine A note on sources of potter's clay at fabrics fired at high temperatures continue at D site, Aks..."""
place_k_site_maleke_aksum,feature_trench_d13,FOUND_AT,P7_took_place_at,S4,S4 line 7351,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Syntheses and K sites on the other hand produced mainly colour- cup from Sedeinga has a base similar to that of the less glass tinged with g..."""
place_k_site_maleke_aksum,object_glass,FOUND_AT,P7_took_place_at,S4,S4 line 7351,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Syntheses and K sites on the other hand produced mainly colour- cup from Sedeinga has a base similar to that of the less glass tinged with g..."""
place_aksum,feature_trench_d13,FOUND_AT,P7_took_place_at,S4,S4 line 7351,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Syntheses and K sites on the other hand produced mainly colour- cup from Sedeinga has a base similar to that of the less glass tinged with g..."""
feature_trench_d13,period_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 7351,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Syntheses and K sites on the other hand produced mainly colour- cup from Sedeinga has a base similar to that of the less glass tinged with g..."""
feature_trench_d13,object_glass,FOUND_AT,P7_took_place_at,S4,S4 line 7351,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Syntheses and K sites on the other hand produced mainly colour- cup from Sedeinga has a base similar to that of the less glass tinged with g..."""
period_aksumite,object_glass,FOUND_AT,P7_took_place_at,S4,S4 line 7351,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Syntheses and K sites on the other hand produced mainly colour- cup from Sedeinga has a base similar to that of the less glass tinged with g..."""
place_k_site_maleke_aksum,object_glass,DATED_TO,P4_has_time-span,S4,S4 line 7384,explicit_pattern_match,0.8,"Pattern-matched sentence: ""tomb's use. It is difficult to find convincing parallels There was tantalising evidence at K site of in the main publications on Late Roman ..."""
place_k_site_maleke_aksum,object_beads,DATED_TO,P4_has_time-span,S4,S4 line 7384,explicit_pattern_match,0.8,"Pattern-matched sentence: ""tomb's use. It is difficult to find convincing parallels There was tantalising evidence at K site of in the main publications on Late Roman ..."""
object_glass,object_beads,DATED_TO,P4_has_time-span,S4,S4 line 7384,explicit_pattern_match,0.8,"Pattern-matched sentence: ""tomb's use. It is difficult to find convincing parallels There was tantalising evidence at K site of in the main publications on Late Roman ..."""
place_d_site_kidane_mehret,place_k_site_maleke_aksum,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
place_d_site_kidane_mehret,place_gobedra,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
place_d_site_kidane_mehret,period_pre_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
place_k_site_maleke_aksum,place_aksum,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
place_k_site_maleke_aksum,place_gobedra,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
place_k_site_maleke_aksum,period_pre_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
place_aksum,place_gobedra,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
place_aksum,period_pre_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
place_gobedra,period_late_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
place_gobedra,period_pre_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
